,ID 837,ID 837,ID 837,ID 837,ID 837,ID 837,ID 837,ID 852,ID 852,ID 852,ID 852,ID 852,ID 852,ID 852,ID 1077,ID 1077,ID 1077,ID 1077,ID 1077,ID 1077,ID 1077,ID 782,ID 782,ID 782,ID 782,ID 782,ID 782,ID 782,ID 693,ID 693,ID 693,ID 693,ID 693,ID 693,ID 693,ID 334,ID 334,ID 334,ID 334,ID 334,ID 334,ID 334,ID 689,ID 689,ID 689,ID 689,ID 689,ID 689,ID 689,ID 927,ID 927,ID 927,ID 927,ID 927,ID 927,ID 927,ID 972,ID 972,ID 972,ID 972,ID 972,ID 972,ID 972,ID 618,ID 618,ID 618,ID 618,ID 618,ID 618,ID 618,ID 1018,ID 1018,ID 1018,ID 1018,ID 1018,ID 1018,ID 1018,ID 1068,ID 1068,ID 1068,ID 1068,ID 1068,ID 1068,ID 1068,ID 608,ID 608,ID 608,ID 608,ID 608,ID 608,ID 608,ID 885,ID 885,ID 885,ID 885,ID 885,ID 885,ID 885,ID 774,ID 774,ID 774,ID 774,ID 774,ID 774,ID 774,ID 630,ID 630,ID 630,ID 630,ID 630,ID 630,ID 630,ID 734,ID 734,ID 734,ID 734,ID 734,ID 734,ID 734
00:00.872,-38.541,82.071,4.805,0.409,4.480,6.473,85.04,-38.938,82.693,4.805,0.409,4.480,6.473,85.81,-38.956,83.242,5.918,0.406,4.480,6.473,86.32,-39.369,83.627,5.919,0.408,3.840,6.473,.00,-38.983,84.244,5.917,0.404,4.480,6.473,87.04,-39.162,85.035,5.917,0.404,3.840,6.473,87.67,-38.956,85.175,5.917,0.404,4.480,6.473,87.67,-39.624,85.874,5.917,0.404,3.840,6.473,88.44,-39.511,86.666,5.917,0.404,4.480,6.473,88.95,-39.305,87.291,5.969,0.510,4.480,6.473,89.19,-40.081,87.903,5.969,0.510,4.480,6.473,90.26,-40.282,88.497,5.714,-0.001,3.840,5.547,90.69,-39.878,89.467,5.714,-0.001,3.840,5.547,91.40,-40.157,90.055,5.714,-0.001,3.840,5.547,91.95,0,0,5.714,-0.001,3.840,5.553,.00,-40.684,90.969,5.714,-0.001,3.840,5.553,92.88,-40.857,91.594,5.714,-0.001,3.840,5.553,93.57
00:00.972,-38.982,82.011,4.934,0.465,4.480,7.140,85.29,-39.373,82.726,4.934,0.465,5.487,7.140,86.01,-39.313,83.193,5.945,0.461,4.480,7.140,86.41,-39.597,83.672,5.947,0.464,3.840,7.140,86.97,-39.286,84.192,5.945,0.460,4.480,7.140,87.13,-39.431,84.971,5.945,0.460,3.840,7.140,87.82,-39.291,85.08,5.945,0.460,4.480,7.140,87.77,-40.114,85.792,5.945,0.460,3.840,7.140,88.74,-39.931,86.567,5.945,0.460,4.480,7.140,89.22,-39.705,87.194,5.992,0.556,4.480,7.146,89.52,-40.418,87.83,5.992,0.556,5.797,7.146,90.50,-40.542,88.612,5.713,-0.001,5.059,6.125,91.06,-39.877,89.463,5.713,-0.001,3.840,6.125,91.46,-40.663,90.065,5.713,-0.001,3.840,6.125,92.07,0,0,5.713,-0.001,3.840,6.125,.00,-41.101,90.978,5.713,-0.001,3.840,6.125,93.09,-41.373,91.468,5.713,-0.001,3.840,6.125,93.66
00:01.072,-39.271,81.979,5.131,0.535,5.826,7.806,85.55,-39.529,82.748,5.141,0.540,5.487,7.806,86.34,-39.569,83.185,6.047,0.526,5.534,7.806,86.62,-39.941,83.69,6.063,0.536,3.840,7.806,87.16,-39.699,84.167,6.074,0.537,4.480,7.806,87.31,-39.852,84.954,6.078,0.539,3.840,7.806,87.97,-39.529,85.054,6.046,0.523,5.810,7.806,87.94,-40.391,85.726,6.096,0.548,3.840,7.806,89.03,-40.232,86.55,6.099,0.550,5.671,7.806,89.45,-39.708,87.135,6.096,0.616,5.756,7.806,89.73,-40.669,87.796,6.153,0.644,5.797,7.806,90.69,-40.77,88.578,5.672,-0.022,5.059,6.690,91.33,-40.056,89.484,5.672,-0.022,3.840,6.690,91.46,-41.038,90.053,5.672,-0.022,5.156,6.696,92.44,0,0,5.672,-0.022,3.840,6.696,.00,-41.676,90.793,5.672,-0.022,5.026,6.696,93.39,-41.773,91.373,5.672,-0.022,3.840,6.696,93.93
00:01.072,-39.271,81.979,5.298,0.594,5.826,7.806,85.55,-39.529,82.748,5.317,0.603,5.487,7.806,86.34,-39.569,83.185,6.133,0.580,5.534,7.806,86.62,-39.941,83.69,6.162,0.596,3.840,7.806,87.16,-39.699,84.167,6.183,0.603,4.480,7.806,87.31,-39.852,84.954,6.191,0.607,3.840,7.806,87.97,-39.529,85.054,6.131,0.577,5.810,7.806,87.94,-40.391,85.726,6.224,0.624,3.840,7.806,89.03,-40.232,86.55,6.230,0.627,5.671,7.806,89.45,-39.708,87.135,6.184,0.666,5.756,7.806,89.73,-40.669,87.796,6.290,0.719,5.797,7.806,90.69,-40.77,88.578,5.638,-0.039,5.059,6.690,91.33,-40.056,89.484,5.638,-0.039,3.840,6.690,91.46,-41.038,90.053,5.638,-0.039,5.156,6.696,92.44,0,0,5.638,-0.039,3.840,6.696,.00,-41.676,90.793,5.638,-0.039,5.026,6.696,93.39,-41.773,91.373,5.638,-0.039,3.840,6.696,93.93
00:01.072,-39.271,81.979,5.442,0.645,5.826,7.806,85.55,-39.529,82.748,5.468,0.658,5.487,7.806,86.34,-39.569,83.185,6.207,0.627,5.534,7.806,86.62,-39.941,83.69,6.246,0.648,3.840,7.806,87.16,-39.699,84.167,6.276,0.660,4.480,7.806,87.31,-39.852,84.954,6.287,0.665,3.840,7.806,87.97,-39.529,85.054,6.204,0.623,5.810,7.806,87.94,-40.391,85.726,6.333,0.688,3.840,7.806,89.03,-40.232,86.55,6.342,0.692,5.671,7.806,89.45,-39.708,87.135,6.259,0.709,5.756,7.806,89.73,-40.669,87.796,6.407,0.783,5.797,7.806,90.69,-40.77,88.578,5.608,-0.054,5.059,6.690,91.33,-40.056,89.484,5.608,-0.054,3.840,6.690,91.46,-41.038,90.053,5.608,-0.054,5.156,6.696,92.44,0,0,5.608,-0.054,3.840,6.696,.00,-41.676,90.793,5.608,-0.054,5.026,6.696,93.39,-41.773,91.373,5.608,-0.054,3.840,6.696,93.93
00:01.172,-39.564,81.946,5.566,0.689,5.826,10.745,85.74,-40.038,82.751,5.598,0.705,5.487,11.219,86.46,-39.865,83.161,6.271,0.667,5.534,11.046,86.80,-40.316,83.69,6.319,0.693,3.840,11.497,87.42,-40.158,84.124,6.357,0.708,5.683,11.339,87.59,-40.245,84.952,6.371,0.715,4.986,11.426,88.25,-39.797,85.066,6.268,0.663,5.810,10.978,88.09,-40.816,85.702,6.428,0.744,5.019,11.997,89.18,-40.627,86.53,6.439,0.749,5.671,11.808,89.65,-39.802,87.088,6.324,0.746,5.756,10.994,89.69,-41.147,87.836,6.508,0.838,5.797,12.329,90.84,-41.2,88.502,5.582,-0.066,5.059,7.268,91.46,-40.863,89.385,5.582,-0.066,3.840,7.268,91.60,-41.481,89.983,5.582,-0.066,5.156,7.268,92.70,0,0,5.582,-0.066,3.840,7.268,.00,-41.891,90.733,5.582,-0.066,5.026,7.268,93.67,-42.12,91.362,5.582,-0.066,5.112,7.268,94.15
00:01.272,-40.069,81.951,6.053,0.776,6.912,11.250,85.92,-40.492,82.709,6.093,0.796,6.607,11.673,86.82,-40.129,83.14,6.368,0.749,5.534,11.310,86.99,-40.658,83.658,6.428,0.781,5.123,11.836,87.69,-40.751,84.026,6.476,0.801,6.738,11.932,87.88,-40.674,84.944,6.493,0.810,4.986,11.855,88.53,-40.116,85.036,6.364,0.745,5.810,11.297,88.29,-41.122,85.707,6.565,0.846,5.019,12.304,89.46,-41.113,86.47,6.578,0.852,6.852,12.295,89.91,-39.903,87.072,6.425,0.831,5.756,11.084,89.72,-41.546,87.83,6.625,0.903,6.863,12.728,91.20,-41.585,88.448,5.462,-0.122,6.358,7.840,91.71,-41.576,89.255,5.462,-0.122,5.557,7.840,92.10,-41.826,89.979,5.462,-0.122,6.319,7.840,92.96,0,0,5.462,-0.122,3.840,7.840,.00,-42.499,90.718,5.462,-0.122,6.445,7.840,93.78,-42.518,91.344,5.462,-0.122,5.112,7.845,94.39
00:01.373,-40.615,81.903,6.379,0.827,6.912,11.796,86.28,-40.98,82.68,6.434,0.854,6.607,12.162,87.12,-40.473,83.132,6.441,0.799,6.693,11.654,87.16,-41.014,83.626,6.511,0.834,5.123,12.196,87.90,-41.246,84.006,6.572,0.860,6.738,12.428,88.23,-41.16,84.92,6.595,0.871,6.288,12.342,88.83,-40.49,84.995,6.426,0.789,7.007,11.671,88.50,-41.451,85.662,6.673,0.908,6.074,12.633,89.68,-41.605,86.392,6.706,0.924,6.852,12.787,90.21,-40.077,87.134,6.536,0.899,5.756,11.258,89.78,-41.912,87.809,6.742,0.969,6.863,13.094,91.48,-42.045,88.433,5.342,-0.178,6.358,8.000,91.95,-42.197,89.199,5.342,-0.178,6.900,8.000,92.51,-42.357,89.941,5.342,-0.178,6.319,8.000,93.20,0,0,5.342,-0.178,3.840,8.000,.00,-43.072,90.648,5.342,-0.178,6.445,8.000,94.20,-42.853,91.365,5.342,-0.178,6.188,8.000,94.65
00:01.473,-41.194,81.869,6.573,0.879,6.912,12.376,86.63,-41.481,82.639,6.641,0.911,6.607,12.663,87.44,-40.975,83.107,6.513,0.848,6.693,12.157,87.40,-41.333,83.629,6.593,0.887,5.123,12.515,88.13,-41.613,83.976,6.669,0.918,6.738,12.795,88.57,-41.694,84.915,6.696,0.931,6.288,12.876,89.15,-40.926,85.013,6.488,0.834,7.007,12.107,88.73,-42.118,85.576,6.781,0.970,6.074,13.300,89.88,-42.221,86.329,6.833,0.995,6.852,13.403,90.51,-41.032,87.1,6.647,0.967,5.756,12.214,89.95,-42.483,87.777,6.859,1.034,6.863,13.665,91.73,-42.574,88.449,5.222,-0.234,8.000,8.000,92.26,-42.796,89.189,5.222,-0.234,8.000,8.000,92.91,-42.979,89.897,5.222,-0.234,8.000,8.000,93.55,0,0,5.222,-0.234,8.000,8.000,.00,-43.64,90.609,5.222,-0.234,8.000,8.000,94.55,-43.485,91.297,5.222,-0.234,8.000,8.000,94.91
00:01.572,-41.85,81.815,6.652,0.931,8.083,13.032,87.02,-41.96,82.62,6.733,0.969,8.026,13.142,87.77,-41.591,83.048,6.586,0.898,6.693,12.773,87.74,-41.622,83.612,6.676,0.940,5.123,12.804,88.36,-42.221,83.889,6.765,0.977,6.738,13.403,88.80,-42.191,84.866,6.798,0.992,6.288,13.373,89.53,-41.504,85.039,6.550,0.878,7.007,12.686,89.05,-42.841,85.492,6.890,1.033,6.074,14.023,90.29,-42.891,86.243,6.960,1.067,7.983,14.073,90.90,-42.171,87.049,6.757,1.034,7.167,13.353,90.60,-43.111,87.76,6.976,1.099,8.218,14.310,92.11,-43.036,88.481,5.102,-0.290,8.000,8.000,92.65,-43.351,89.121,5.102,-0.290,8.000,8.000,93.33,-43.725,89.876,5.102,-0.290,8.000,8.000,93.96,0,0,5.102,-0.290,8.000,8.000,.00,-44.28,90.566,5.102,-0.290,8.000,8.000,94.93,-44.26,91.172,5.102,-0.290,8.000,8.000,95.31
00:01.672,-42.389,81.774,6.731,0.983,8.083,13.571,87.44,-42.485,82.649,6.826,1.026,8.026,13.667,88.09,-42.167,83.007,6.659,0.947,7.817,13.349,88.13,-41.883,83.627,6.759,0.994,5.123,13.065,88.55,-42.75,83.858,6.861,1.035,8.220,13.932,89.17,-42.657,84.84,6.900,1.053,7.318,13.839,89.84,-41.933,85.084,6.613,0.922,8.034,13.115,89.48,-43.386,85.446,6.998,1.095,7.481,14.569,90.75,-43.613,86.189,7.088,1.138,7.983,14.796,91.31,-42.951,87.01,6.868,1.102,8.226,14.133,91.37,-43.704,87.715,7.093,1.165,8.218,14.887,92.54,-43.74,88.494,4.982,-0.346,8.000,8.000,93.00,-43.875,89.108,4.982,-0.346,8.000,8.000,93.67,-44.281,89.868,4.982,-0.346,8.000,8.000,94.47,0,0,4.982,-0.346,8.000,8.000,.00,-44.94,90.492,4.982,-0.346,8.000,8.000,95.35,-44.941,91.048,4.982,-0.346,8.000,8.000,95.76
00:01.772,-42.906,81.768,6.790,1.012,9.242,14.088,87.80,-43.158,82.659,6.913,1.067,9.041,14.341,88.48,-42.64,83.04,6.731,0.984,7.817,13.822,88.51,-42.389,83.584,6.855,1.040,6.355,13.571,88.75,-43.353,83.928,6.943,1.072,8.220,14.536,89.53,-43.399,84.802,6.998,1.097,7.318,14.582,90.15,-42.485,85.091,6.660,0.948,8.034,13.667,89.81,-43.999,85.402,7.092,1.134,7.481,15.182,91.10,-44.372,86.066,7.202,1.185,9.373,15.555,91.78,-43.624,86.978,6.930,1.078,8.226,14.807,91.90,-44.344,87.716,7.161,1.138,9.422,15.527,92.93,-44.241,88.487,4.797,-0.420,8.000,8.000,93.50,-44.505,89.121,4.847,-0.396,8.000,8.000,94.03,-44.895,89.803,4.847,-0.396,8.000,8.000,94.86,0,0,4.797,-0.420,8.000,8.000,.00,-45.584,90.369,4.866,-0.386,8.000,8.000,95.76,-45.542,90.968,4.885,-0.377,8.000,8.000,96.16
00:01.872,-43.519,81.789,6.816,0.973,9.242,14.702,88.16,-43.87,82.599,6.967,1.039,9.041,15.053,88.97,-43.322,83.029,6.769,0.953,8.867,14.505,88.87,-43.32,83.559,6.916,1.018,6.355,14.503,89.08,-44.016,83.928,6.991,1.041,9.353,15.199,90.00,-44.057,84.824,7.062,1.073,8.536,15.240,90.65,-42.997,85.096,6.674,0.907,8.034,14.180,90.21,-44.572,85.344,7.151,1.106,8.642,15.755,91.50,-45.02,85.974,7.282,1.165,9.373,16.203,92.23,-44.394,86.887,6.993,1.054,9.680,15.577,92.35,-44.87,87.741,7.229,1.112,9.422,16.053,93.38,-44.786,88.402,4.612,-0.495,8.000,8.000,93.85,-45.341,89.121,4.712,-0.445,8.000,8.000,94.49,-45.553,89.754,4.712,-0.445,8.000,8.000,95.25,0,0,4.612,-0.495,8.000,8.000,.00,-46.197,90.265,4.750,-0.426,8.000,8.000,96.13,-46.321,90.836,4.788,-0.407,8.000,8.000,96.53
00:01.972,-44.08,81.842,6.841,0.934,10.372,15.263,88.61,-44.529,82.53,7.020,1.012,10.426,15.712,89.43,-43.798,83.04,6.807,0.922,8.867,14.981,89.34,-44.188,83.481,6.978,0.996,7.792,15.371,89.72,-44.672,83.928,7.039,1.010,9.353,15.855,90.47,-44.877,84.815,7.126,1.049,8.536,16.060,91.13,-43.499,85.146,6.687,0.865,9.521,14.682,90.58,-45.183,85.326,7.210,1.078,8.642,16.367,91.86,-45.78,85.9,7.362,1.144,10.796,16.964,92.63,-45.001,86.884,7.056,1.030,9.680,16.184,92.83,-45.555,87.71,7.297,1.085,10.588,16.739,93.77,-45.411,88.231,4.427,-0.569,8.000,8.000,94.18,-46.122,89.096,4.576,-0.495,8.000,8.000,95.08,-46.104,89.669,4.577,-0.494,8.000,8.000,95.68,0,0,4.427,-0.569,8.000,8.000,.00,-46.975,90.137,4.634,-0.466,8.000,8.000,96.49,-47.049,90.735,4.691,-0.437,8.000,8.000,96.98
