,ID 1224,ID 1224,ID 1224,ID 1224,ID 1224,ID 1224,ID 1224,ID 1047,ID 1047,ID 1047,ID 1047,ID 1047,ID 1047,ID 1047,ID 860,ID 860,ID 860,ID 860,ID 860,ID 860,ID 860,ID 307,ID 307,ID 307,ID 307,ID 307,ID 307,ID 307,ID 1141,ID 1141,ID 1141,ID 1141,ID 1141,ID 1141,ID 1141,ID 617,ID 617,ID 617,ID 617,ID 617,ID 617,ID 617,ID 1006,ID 1006,ID 1006,ID 1006,ID 1006,ID 1006,ID 1006,ID 1266,ID 1266,ID 1266,ID 1266,ID 1266,ID 1266,ID 1266,ID 940,ID 940,ID 940,ID 940,ID 940,ID 940,ID 940,ID 996,ID 996,ID 996,ID 996,ID 996,ID 996,ID 996,ID 1124,ID 1124,ID 1124,ID 1124,ID 1124,ID 1124,ID 1124,ID 1183,ID 1183,ID 1183,ID 1183,ID 1183,ID 1183,ID 1183,ID 718,ID 718,ID 718,ID 718,ID 718,ID 718,ID 718,ID 823,ID 823,ID 823,ID 823,ID 823,ID 823,ID 823,ID 639,ID 639,ID 639,ID 639,ID 639,ID 639,ID 639
,PIHLSTROM,PIHLSTROM,PIHLSTROM,PIHLSTROM,PIHLSTROM,PIHLSTROM,PIHLSTROM,BALTUS,BALTUS,BALTUS,BALTUS,BALTUS,BALTUS,BALTUS,FARKEN,FARKEN,FARKEN,FARKEN,FARKEN,FARKEN,FARKEN,INGEBRIGTSEN,INGEBRIGTSEN,INGEBRIGTSEN,INGEBRIGTSEN,INGEBRIGTSEN,INGEBRIGTSEN,INGEBRIGTSEN,NADER,NADER,NADER,NADER,NADER,NADER,NADER,DEBJANI,DEBJANI,DEBJANI,DEBJANI,DEBJANI,DEBJANI,DEBJANI,RIVA,RIVA,RIVA,RIVA,RIVA,RIVA,RIVA,HABZ,HABZ,HABZ,HABZ,HABZ,HABZ,HABZ,COSCORAN,COSCORAN,COSCORAN,COSCORAN,COSCORAN,COSCORAN,COSCORAN,MESLEK,MESLEK,MESLEK,MESLEK,MESLEK,MESLEK,MESLEK,WYDERKA,WYDERKA,WYDERKA,WYDERKA,WYDERKA,WYDERKA,WYDERKA,ELMER,ELMER,ELMER,ELMER,ELMER,ELMER,ELMER,FONTES,FONTES,FONTES,FONTES,FONTES,FONTES,FONTES,FOGG,FOGG,FOGG,FOGG,FOGG,FOGG,FOGG,VERMEULEN,VERMEULEN,VERMEULEN,VERMEULEN,VERMEULEN,VERMEULEN,VERMEULEN
Time,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail
02:18.248,-76.51,77.517,7.250,-0.018,930.264,919.992,108.73,-77.519,75.82,7.412,-0.026,926.655,921.759,108.27,-73.369,77.741,7.164,-0.039,922.402,917.208,106.54,-70.419,79.298,7.211,0.045,915.972,913.878,105.57,-74.692,77.184,7.184,0.020,920.571,918.642,107.20,-72.442,78.305,7.387,0.073,920.664,916.126,106.47,-76.119,76.361,7.339,-0.008,936.147,920.288,107.61,-75.442,77.783,7.204,0.002,929.189,918.998,108.11,-75.224,78.75,7.365,-0.015,942.962,918.330,108.64,-74.22,79.968,7.390,0.023,933.677,916.979,108.73,-72.569,79.112,7.241,-0.033,931.029,915.923,107.01,-73.586,78.505,6.970,-0.129,927.969,917.063,107.33,-69.562,80.037,7.129,-0.015,928.311,912.817,105.41,-77.011,76.651,7.344,-0.027,925.949,920.883,108.48,0,0,0.000,0.000,8.000,8.000,.00
02:18.348,-77.164,77.122,7.251,-0.017,931.760,920.757,108.91,-78.176,75.435,7.400,-0.031,926.655,922.501,108.43,-74.065,77.434,7.167,-0.035,923.895,917.969,106.85,-71.067,79.032,7.206,0.040,917.431,914.574,105.87,-75.408,76.756,7.195,0.024,920.571,919.476,107.39,-72.967,78.107,7.355,0.055,921.914,916.686,106.59,-76.75,76.067,7.343,-0.005,937.664,920.979,107.82,-76.044,77.349,7.201,0.001,930.654,919.736,108.35,-75.961,78.398,7.362,-0.016,944.514,919.145,108.88,-74.857,79.611,7.384,0.019,933.677,917.709,109.03,-73.156,78.823,7.241,-0.031,932.463,916.535,107.25,-74.279,78.127,6.987,-0.114,929.445,917.852,107.54,-70.4,79.749,7.137,-0.010,929.891,913.704,105.78,-77.615,76.268,7.347,-0.024,925.949,921.597,108.66,0,0,0.000,0.000,8.000,8.000,.00
02:18.448,-77.812,76.718,7.251,-0.015,931.760,921.520,109.10,-78.645,75.096,7.389,-0.035,928.075,923.080,108.62,-74.807,77.077,7.170,-0.031,923.895,918.796,107.13,-71.722,78.772,7.201,0.035,917.431,915.279,106.14,-76.198,76.318,7.206,0.029,922.160,920.379,107.60,-73.579,77.849,7.324,0.036,921.914,917.349,106.83,-77.321,75.749,7.346,-0.003,937.664,921.632,108.06,-76.664,76.882,7.199,-0.001,930.654,920.466,108.47,-76.654,78.041,7.359,-0.016,944.514,919.916,109.15,-75.504,79.282,7.379,0.015,935.219,918.310,109.23,-73.803,78.544,7.242,-0.029,932.463,917.239,107.47,-74.881,77.733,7.003,-0.099,929.445,918.535,107.77,-71.099,79.493,7.144,-0.006,929.891,914.422,106.17,-78.279,75.749,7.350,-0.021,927.357,922.401,108.81,0,0,0.000,0.000,8.000,8.000,.00
02:18.548,-78.433,76.294,7.251,-0.014,933.288,922.206,109.27,-79.117,74.65,7.377,-0.040,928.075,923.724,108.71,-75.482,76.687,7.174,-0.027,925.478,919.574,107.40,-72.361,78.487,7.196,0.030,918.836,915.979,106.42,-76.814,75.947,7.217,0.034,922.160,921.098,107.85,-73.879,77.777,7.292,0.018,923.139,917.650,107.08,-77.898,75.341,7.349,-0.001,939.021,922.331,108.24,-77.327,76.47,7.197,-0.002,932.186,921.247,108.57,-77.275,77.643,7.356,-0.017,946.117,920.568,109.39,-76.142,78.964,7.373,0.011,935.219,919.015,109.45,-74.585,78.154,7.243,-0.027,933.828,918.069,107.73,-75.641,77.227,7.019,-0.084,930.959,919.445,107.91,-71.755,79.159,7.151,-0.001,931.528,915.157,106.48,-78.875,75.242,7.354,-0.018,927.357,923.181,108.91,0,0,0.000,0.000,8.000,8.000,.00
02:18.648,-78.999,75.891,7.252,-0.013,933.288,922.901,109.41,-79.669,74.189,7.365,-0.045,929.301,924.427,108.73,-76.09,76.425,7.177,-0.024,925.478,920.229,107.60,-73.004,78.189,7.191,0.026,918.836,916.682,106.67,-77.406,75.568,7.228,0.038,923.782,921.801,108.02,-74.524,77.451,7.261,0.000,923.139,918.363,107.24,-78.458,74.919,7.353,0.002,939.021,923.032,108.36,-77.972,76.047,7.195,-0.003,932.186,921.980,108.75,-77.926,77.217,7.353,-0.018,946.117,921.346,109.54,-76.815,78.589,7.368,0.007,936.649,919.793,109.68,-75.184,77.861,7.243,-0.025,933.828,918.739,108.00,-76.369,76.82,7.035,-0.070,930.959,920.251,108.09,-72.49,78.775,7.159,0.003,931.528,915.980,106.71,-79.473,74.77,7.357,-0.015,928.981,923.942,108.98,0,0,0.000,0.000,8.000,8.000,.00
02:18.748,-79.551,75.458,7.248,-0.014,934.735,923.602,109.52,-80.243,73.777,7.354,-0.049,929.301,925.133,108.79,-76.677,76.17,7.175,-0.024,926.914,920.862,107.84,-73.602,77.865,7.188,0.023,920.246,917.362,106.91,-78.012,75.216,7.234,0.040,923.782,922.497,108.17,-75.022,77.191,7.185,-0.041,924.163,918.926,107.46,-79.007,74.474,7.349,0.000,940.412,923.737,108.45,-78.518,75.734,7.191,-0.005,933.723,922.604,108.91,-78.571,76.842,7.353,-0.017,947.625,921.997,109.70,-77.509,78.244,7.370,0.007,936.649,920.440,109.89,-75.835,77.564,7.234,-0.030,935.361,919.448,108.22,-77.025,76.413,7.057,-0.055,932.705,921.023,108.32,-73.04,78.491,7.176,0.013,933.093,916.580,106.96,-80.129,74.255,7.345,-0.021,928.981,924.744,109.07,0,0,0.000,0.000,8.000,8.000,.00
02:18.848,-80.15,74.982,7.240,-0.018,934.735,924.304,109.61,-80.86,73.303,7.330,-0.058,930.725,925.911,108.91,-77.211,75.824,7.176,-0.022,926.914,921.498,108.08,-74.313,77.543,7.185,0.020,920.246,918.134,107.10,-78.523,74.841,7.227,0.034,925.185,923.131,108.35,-75.488,76.889,7.127,-0.067,924.163,919.480,107.63,-79.589,73.989,7.353,0.002,940.412,924.491,108.53,-79.075,75.349,7.182,-0.009,933.723,923.280,109.07,-79.242,76.464,7.341,-0.022,947.625,922.763,109.89,-78.218,77.798,7.365,0.005,938.194,921.278,110.13,-76.454,77.156,7.221,-0.035,935.361,920.140,108.47,-77.572,75.906,7.083,-0.039,932.705,921.758,108.50,-73.728,78.134,7.180,0.014,933.093,917.355,107.15,-80.705,73.773,7.333,-0.026,930.576,925.495,109.17,0,0,0.000,0.000,8.000,8.000,.00
02:18.948,-80.72,74.511,7.232,-0.021,936.200,925.043,109.69,-81.549,72.812,7.306,-0.068,930.725,926.734,109.01,-77.803,75.405,7.177,-0.021,928.189,922.216,108.21,-74.939,77.211,7.183,0.018,921.703,918.844,107.38,-79.143,74.438,7.219,0.028,925.185,923.868,108.44,-75.962,76.548,7.069,-0.094,925.279,920.054,107.75,-80.229,73.538,7.356,0.003,941.884,925.272,108.60,-79.607,74.962,7.174,-0.013,935.028,923.939,109.19,-79.866,76.011,7.330,-0.027,949.141,923.534,110.10,-78.823,77.374,7.360,0.002,938.194,921.980,110.32,-77.086,76.727,7.208,-0.040,936.813,920.897,108.62,-78.249,75.451,7.110,-0.023,934.215,922.551,108.53,-74.473,77.832,7.184,0.016,934.487,918.130,107.38,-81.305,73.246,7.321,-0.031,930.576,926.262,109.23,0,0,0.000,0.000,8.000,8.000,.00
02:19.048,-81.264,74.074,7.223,-0.025,936.200,925.741,109.76,-82.004,72.411,7.282,-0.077,932.349,927.341,109.15,-78.454,74.89,7.178,-0.019,928.189,923.045,108.33,-75.592,76.875,7.181,0.016,921.703,919.578,107.59,-79.76,74.075,7.212,0.022,926.558,924.570,108.60,-76.632,75.888,7.011,-0.121,925.279,920.977,107.84,-80.817,73.197,7.359,0.005,941.884,925.948,108.73,-80.143,74.472,7.166,-0.017,935.028,924.619,109.30,-80.427,75.566,7.319,-0.032,949.141,924.152,110.22,-79.323,77.023,7.356,0.000,939.777,922.531,110.45,-77.605,76.242,7.195,-0.045,936.813,921.603,108.76,-78.857,75.023,7.137,-0.007,934.215,923.295,108.68,-75.028,77.63,7.188,0.018,934.487,918.714,107.70,-81.811,72.872,7.310,-0.037,932.125,926.887,109.28,0,0,0.000,0.000,8.000,8.000,.00
02:19.148,-81.893,73.566,7.215,-0.028,937.687,926.482,109.84,-82.428,71.99,7.258,-0.087,932.349,927.938,109.19,-79.022,74.447,7.179,-0.017,929.774,923.766,108.43,-76.232,76.566,7.178,0.013,923.154,920.272,107.81,-80.285,73.584,7.204,0.016,926.558,925.287,108.78,-77.215,75.598,6.953,-0.148,926.799,921.624,107.85,-81.443,72.754,7.362,0.007,943.338,926.694,108.90,-80.671,73.964,7.157,-0.021,936.409,925.349,109.33,-80.858,75.086,7.307,-0.036,950.627,924.789,110.30,-79.98,76.645,7.351,-0.003,939.777,923.255,110.55,-78.191,75.798,7.182,-0.051,938.290,922.301,108.79,-79.389,74.626,7.164,0.010,935.773,923.958,108.81,-75.636,77.36,7.192,0.020,935.881,919.376,107.95,-82.252,72.474,7.298,-0.042,932.125,927.482,109.38,0,0,0.000,0.000,8.000,8.000,.00
02:19.248,-82.445,73.084,7.206,-0.031,937.687,927.215,109.93,-82.86,71.555,7.234,-0.096,933.551,928.531,109.19,-79.567,74.067,7.180,-0.016,929.774,924.425,108.52,-76.846,76.172,7.176,0.011,923.154,921.003,108.04,-80.678,73.094,7.197,0.011,927.983,925.901,108.80,-77.926,75.157,6.895,-0.175,926.799,922.461,108.06,-82.081,72.181,7.366,0.009,943.338,927.551,109.03,-81.274,73.542,7.149,-0.025,936.409,926.040,109.34,-81.493,74.63,7.296,-0.041,950.627,925.562,110.27,-80.596,76.136,7.347,-0.006,941.136,923.979,110.75,-78.824,75.383,7.182,-0.049,938.290,923.057,108.89,-80.074,74.092,7.184,0.019,935.773,924.804,108.91,-76.341,76.994,7.186,0.016,935.881,920.133,108.18,-82.797,71.943,7.267,-0.055,933.366,928.212,109.41,0,0,0.000,0.000,8.000,8.000,.00
02:19.348,-82.934,72.612,7.191,-0.037,939.178,927.896,109.98,-83.333,71.072,7.206,-0.105,934.833,929.207,109.19,-80.113,73.538,7.191,-0.009,931.127,925.182,108.64,-77.409,75.746,7.172,0.008,924.581,921.707,108.20,-81.226,72.642,7.170,-0.003,929.300,926.608,108.73,-78.587,74.669,6.891,-0.168,928.285,923.282,108.25,-82.655,71.577,7.337,-0.006,944.967,928.370,109.08,-81.897,73.182,7.126,-0.035,937.879,926.743,109.47,-81.985,74.172,7.294,-0.040,952.045,926.144,110.40,-81.161,75.634,7.334,-0.012,942.683,924.681,110.83,-79.452,75.027,7.178,-0.048,939.773,923.775,109.04,-80.732,73.683,7.204,0.028,937.298,925.573,109.01,-76.844,76.645,7.180,0.012,937.332,920.745,108.42,-83.341,71.387,7.237,-0.068,934.877,928.989,109.42,0,0,0.000,0.000,8.000,8.000,.00
02:19.448,-83.442,72.179,7.175,-0.043,939.178,928.501,109.99,-83.888,70.481,7.177,-0.114,934.833,929.998,109.18,-80.595,73.05,7.203,-0.003,931.127,925.864,108.65,-78.046,75.308,7.168,0.006,924.581,922.470,108.30,-81.629,72.384,7.143,-0.017,929.300,927.080,108.80,-79.097,74.28,6.886,-0.162,928.285,923.924,108.37,-83.164,71.001,7.309,-0.020,944.967,929.137,109.06,-82.496,72.874,7.102,-0.046,937.879,927.394,109.66,-82.52,73.688,7.292,-0.039,952.045,926.865,110.42,-81.752,75.13,7.321,-0.018,942.683,925.457,110.87,-80.004,74.61,7.174,-0.048,939.773,924.424,109.23,-81.359,73.188,7.225,0.037,937.298,926.341,109.19,-77.331,76.241,7.174,0.008,937.332,921.374,108.53,-83.74,71.095,7.207,-0.082,934.877,929.478,109.41,0,0,0.000,0.000,8.000,8.000,.00
02:19.548,-83.875,71.715,7.160,-0.049,940.524,929.135,110.04,-84.339,70.002,7.149,-0.124,934.833,930.656,109.16,-81.112,72.578,7.214,0.004,932.573,926.567,108.64,-78.616,74.903,7.164,0.003,926.060,923.169,108.44,-81.979,72.054,7.116,-0.031,929.300,927.561,108.90,-79.717,73.884,6.882,-0.155,929.748,924.656,108.45,-83.561,70.649,7.281,-0.035,946.567,929.668,109.01,-82.893,72.469,7.079,-0.056,939.272,927.961,109.86,-83.121,73.194,7.290,-0.038,953.445,927.634,110.46,-82.352,74.589,7.308,-0.024,942.683,926.136,110.93,-80.337,74.172,7.170,-0.047,941.183,924.958,109.33,-81.981,72.681,7.245,0.046,938.869,927.142,109.28,-78.055,75.763,7.168,0.005,938.575,922.210,108.59,-84.188,70.699,7.176,-0.095,934.877,930.043,109.48,0,0,0.000,0.000,8.000,8.000,.00
02:19.648,-84.285,71.204,7.144,-0.055,940.524,929.787,110.02,-84.714,69.499,7.121,-0.133,936.306,931.281,109.14,-81.862,72.003,7.226,0.010,932.573,927.509,108.68,-79.188,74.495,7.160,0.001,926.060,923.872,108.55,-82.407,71.553,7.090,-0.045,929.300,928.212,108.92,-80.233,73.462,6.877,-0.149,929.748,925.323,108.61,-83.941,70.241,7.253,-0.049,946.567,930.212,109.04,-83.168,72.045,7.055,-0.067,939.272,928.402,109.86,-83.841,72.608,7.288,-0.037,953.445,928.471,110.53,-82.871,74.08,7.295,-0.030,944.274,926.863,110.97,-80.87,73.716,7.166,-0.047,941.183,925.659,109.25,-82.652,72.193,7.265,0.055,938.869,927.967,109.36,-78.621,75.443,7.162,0.001,938.575,922.857,108.77,-84.622,70.286,7.146,-0.108,935.974,930.635,109.52,0,0,0.000,0.000,8.000,8.000,.00
02:19.748,-84.799,70.684,7.129,-0.061,941.812,930.457,109.95,-85.136,68.933,7.093,-0.142,936.306,931.982,109.05,-82.473,71.483,7.237,0.017,934.216,928.308,108.80,-79.767,74.113,7.156,-0.002,927.462,924.552,108.67,-82.876,70.96,7.063,-0.059,930.920,928.963,108.87,-80.869,72.972,6.873,-0.142,931.147,926.122,108.68,-84.268,69.842,7.224,-0.064,947.654,930.727,109.02,-83.616,71.541,7.032,-0.077,940.339,929.075,109.75,-84.391,72.002,7.286,-0.036,955.144,929.297,110.63,-83.369,73.539,7.282,-0.036,944.274,927.595,110.98,-81.492,73.253,7.162,-0.046,942.427,926.395,109.31,-83.188,71.775,7.286,0.064,940.500,928.607,109.49,-79.212,75.064,7.156,-0.003,940.091,923.558,108.94,-85.074,69.846,7.115,-0.121,935.974,931.263,109.54,0,0,0.000,0.000,8.000,8.000,.00
02:19.848,-85.272,70.17,7.112,-0.066,941.812,931.155,109.94,-85.466,68.457,7.075,-0.144,937.641,932.545,108.94,-83.233,70.88,7.224,0.009,934.216,929.272,108.86,-80.237,73.632,7.152,-0.004,927.462,925.220,108.81,-83.377,70.325,7.047,-0.064,930.920,929.767,108.78,-81.461,72.539,6.900,-0.121,931.147,926.852,108.78,-84.65,69.363,7.190,-0.078,947.654,931.339,108.97,-84.166,70.935,7.008,-0.085,940.339,929.893,109.71,-84.888,71.429,7.279,-0.037,955.144,929.978,110.59,-83.84,73.013,7.264,-0.043,945.735,928.193,110.95,-82.166,72.785,7.148,-0.051,942.427,927.210,109.42,-83.802,71.369,7.263,0.049,940.500,929.328,109.58,-79.878,74.734,7.148,-0.006,940.091,924.248,109.09,-85.414,69.369,7.083,-0.133,937.203,931.846,109.55,0,0,0.000,0.000,8.000,8.000,.00
02:19.948,-85.707,69.599,7.096,-0.072,943.241,931.871,109.91,-85.78,68.012,7.058,-0.145,937.641,933.089,108.84,-83.627,70.369,7.210,0.002,935.988,929.912,108.97,-80.747,73.143,7.148,-0.006,928.820,925.924,108.80,-83.78,69.882,7.030,-0.070,932.484,930.371,108.68,-81.988,72.063,6.928,-0.100,932.682,927.561,108.89,-84.934,68.948,7.155,-0.092,948.781,931.839,108.90,-84.595,70.453,6.985,-0.093,941.831,930.492,109.67,-85.457,70.807,7.273,-0.039,956.727,930.805,110.53,-84.32,72.426,7.247,-0.050,945.735,928.947,110.91,-82.728,72.377,7.134,-0.055,944.022,927.900,109.57,-84.21,70.924,7.240,0.034,941.914,929.932,109.72,-80.41,74.169,7.140,-0.010,941.534,925.017,109.33,-85.789,68.833,7.050,-0.144,937.203,932.450,109.45,0,0,0.000,0.000,8.000,8.000,.00
02:20.048,-86.165,69.038,7.079,-0.077,943.241,932.523,109.82,-86.286,67.346,7.040,-0.147,938.763,933.926,108.75,-83.903,70.016,7.197,-0.006,935.988,930.354,108.89,-81.334,72.663,7.143,-0.008,928.820,926.674,108.82,-84.203,69.373,7.014,-0.075,932.484,931.033,108.66,-82.494,71.565,6.955,-0.080,932.682,928.265,108.93,-85.33,68.413,7.121,-0.106,948.781,932.496,108.81,-84.95,69.964,6.961,-0.100,941.831,931.086,109.64,-86.028,70.16,7.266,-0.040,956.727,931.669,110.50,-84.888,71.836,7.229,-0.057,947.205,929.767,110.84,-83.338,71.814,7.120,-0.060,944.022,928.685,109.68,-84.642,70.345,7.217,0.019,941.914,930.604,109.70,-81.05,73.636,7.132,-0.014,941.534,925.850,109.30,-86.246,68.206,7.017,-0.155,938.449,933.226,109.33,0,0,0.000,0.000,8.000,8.000,.00
02:20.148,-86.49,68.505,7.062,-0.082,944.682,933.142,109.75,-86.785,66.723,7.023,-0.148,938.763,934.716,108.63,-84.303,69.479,7.183,-0.014,937.082,931.021,108.84,-81.896,72.181,7.139,-0.010,930.283,927.415,108.89,-84.68,68.808,6.998,-0.080,933.745,931.773,108.59,-83.015,71.008,6.983,-0.059,934.102,929.027,108.94,-85.734,67.884,7.086,-0.120,949.949,933.161,108.71,-85.316,69.386,6.938,-0.108,943.072,931.768,109.54,-86.494,69.534,7.259,-0.042,958.425,932.338,110.44,-85.341,71.307,7.212,-0.064,947.205,930.356,110.82,-83.789,71.379,7.106,-0.064,945.543,929.312,109.71,-85.203,69.773,7.194,0.005,943.238,931.404,109.59,-81.665,73.062,7.124,-0.017,943.139,926.652,109.38,-86.744,67.61,6.984,-0.166,938.449,933.983,109.21,0,0,0.000,0.000,8.000,8.000,.00
02:20.248,-86.85,68.011,7.045,-0.087,945.909,933.755,109.60,-87.238,66.153,7.005,-0.150,940.398,935.443,108.55,-84.656,69.102,7.169,-0.021,938.258,931.538,108.74,-82.47,71.628,7.135,-0.012,931.812,928.203,108.95,-85.142,68.278,6.982,-0.085,935.173,932.486,108.53,-83.537,70.493,7.010,-0.038,935.583,929.761,108.91,-86.057,67.384,7.052,-0.134,951.197,933.755,108.62,-85.646,68.834,6.914,-0.116,944.393,932.361,109.39,-86.94,68.972,7.253,-0.044,959.915,933.055,110.33,-85.751,70.865,7.194,-0.071,948.713,930.959,110.77,-84.287,70.902,7.092,-0.069,946.852,929.978,109.72,-85.704,69.36,7.171,-0.010,944.679,931.985,109.58,-82.208,72.502,7.117,-0.021,944.751,927.430,109.41,-87.166,67.104,6.968,-0.169,939.994,934.629,109.14,0,0,0.000,0.000,8.000,8.000,.00
02:20.348,-87.323,67.426,7.035,-0.088,945.909,934.460,109.50,-87.559,65.489,7.002,-0.144,940.398,936.162,108.46,-85.041,68.704,7.145,-0.032,938.258,932.088,108.72,-82.955,71.172,7.109,-0.024,931.812,928.869,108.96,-85.468,67.752,6.982,-0.081,935.173,933.100,108.48,-84.011,69.958,7.025,-0.029,935.583,930.469,108.92,-86.388,66.838,7.028,-0.139,951.197,934.390,108.50,-85.97,68.291,6.906,-0.114,944.393,932.988,109.23,-87.349,68.398,7.239,-0.048,959.915,933.760,110.25,-86.211,70.33,7.180,-0.074,948.713,931.665,110.74,-84.768,70.317,7.074,-0.074,946.852,930.708,109.74,-86.231,68.866,7.134,-0.028,944.679,932.699,109.65,-82.685,72.002,7.108,-0.024,944.751,928.091,109.40,-87.519,66.549,6.948,-0.170,939.994,935.287,109.09,0,0,0.000,0.000,8.000,8.000,.00
02:20.448,-87.768,66.788,7.025,-0.088,945.909,935.239,109.42,-87.895,64.885,6.999,-0.138,941.855,936.852,108.22,-85.451,68.288,7.122,-0.043,938.258,932.669,108.71,-83.36,70.743,7.082,-0.037,931.812,929.458,108.98,-85.969,67.04,6.982,-0.077,935.173,933.970,108.34,-84.502,69.432,7.040,-0.019,935.583,931.189,108.87,-86.786,66.276,7.005,-0.144,951.197,935.078,108.35,-86.465,67.67,6.898,-0.112,944.393,933.784,109.08,-87.637,67.892,7.226,-0.053,959.915,934.267,110.13,-86.81,69.746,7.166,-0.078,950.021,932.367,110.69,-85.105,69.921,7.056,-0.080,946.852,931.221,109.66,-86.15,68.679,7.098,-0.045,944.679,932.795,109.67,-83.072,71.626,7.100,-0.027,944.751,928.630,109.38,-87.881,65.869,6.929,-0.172,941.307,936.013,108.94,0,0,0.000,0.000,8.000,8.000,.00
02:20.548,-88.207,66.116,7.015,-0.089,947.446,935.982,109.29,-88.272,64.25,6.996,-0.132,941.855,937.591,108.03,-85.817,67.791,7.098,-0.054,939.402,933.286,108.71,-83.739,70.297,7.056,-0.049,933.074,930.036,108.97,-86.506,66.37,6.982,-0.072,936.675,934.838,108.19,-84.948,68.881,7.055,-0.010,937.031,931.898,108.85,-87.229,65.666,6.982,-0.149,952.535,935.833,108.23,-86.962,67.087,6.890,-0.111,945.828,934.523,108.99,-87.916,67.382,7.212,-0.058,961.215,934.843,109.98,-87.305,69.236,7.152,-0.081,950.021,933.074,110.70,-85.507,69.557,7.038,-0.085,948.136,931.769,109.62,-86.159,68.345,7.061,-0.063,944.679,933.063,109.48,-83.384,71.167,7.091,-0.030,945.989,929.175,109.39,-88.259,65.247,6.909,-0.174,941.307,936.741,108.72,0,0,0.000,0.000,8.000,8.000,.00
02:20.648,-88.618,65.487,7.005,-0.090,947.446,936.730,109.12,-88.607,63.664,6.993,-0.126,943.283,938.263,107.85,-86.027,67.295,7.074,-0.065,939.402,933.806,108.62,-84.182,69.873,7.029,-0.062,933.074,930.647,108.92,-86.882,65.797,6.982,-0.068,936.675,935.524,108.10,-85.49,68.293,7.069,-0.001,937.031,932.689,108.77,-87.68,65.012,6.959,-0.154,952.535,936.630,108.11,-87.498,66.402,6.882,-0.109,945.828,935.394,108.93,-88.111,66.917,7.199,-0.062,961.215,935.335,109.81,-87.823,68.717,7.138,-0.085,951.575,933.803,110.69,-85.97,69.056,7.020,-0.090,948.136,932.381,109.65,-86.521,67.669,7.025,-0.081,945.797,933.819,109.25,-83.793,70.766,7.083,-0.033,945.989,929.749,109.28,-88.69,64.579,6.889,-0.176,942.804,937.537,108.55,0,0,0.000,0.000,8.000,8.000,.00
02:20.748,-89.023,64.882,6.988,-0.093,948.999,937.459,108.97,-88.949,63.047,6.991,-0.118,943.283,938.969,107.67,-86.419,66.7,7.068,-0.064,940.550,934.520,108.42,-84.524,69.46,7.012,-0.067,934.270,931.183,108.93,-87.188,65.223,6.985,-0.062,938.217,936.188,107.96,-85.978,67.757,7.087,0.009,938.538,933.413,108.74,-88.171,64.331,6.931,-0.160,954.083,937.468,107.97,-88.056,65.612,6.880,-0.103,947.464,936.324,108.82,-88.501,66.322,7.187,-0.063,962.297,935.982,109.62,-88.179,68.123,7.126,-0.086,951.575,934.397,110.69,-86.383,68.477,7.010,-0.090,949.359,933.098,109.62,-86.779,67.201,7.010,-0.083,945.797,934.325,109.03,-84.281,70.283,7.070,-0.038,947.111,930.409,109.29,-89.097,63.953,6.852,-0.186,942.804,938.250,108.38,0,0,0.000,0.000,8.000,8.000,.00
02:20.848,-89.375,64.307,6.977,-0.093,948.999,938.077,108.83,-89.351,62.405,7.004,-0.106,944.663,939.726,107.48,-86.739,66.101,7.047,-0.071,940.550,935.194,108.27,-84.935,69.054,6.999,-0.070,934.270,931.760,108.88,-87.531,64.727,6.995,-0.054,938.217,936.790,107.77,-86.451,67.196,7.098,0.014,938.538,934.137,108.71,-88.572,63.738,6.938,-0.149,954.083,938.180,107.84,-88.26,65.024,6.893,-0.091,947.464,936.930,108.66,-88.912,65.724,7.163,-0.072,962.297,936.688,109.48,-88.625,67.489,7.119,-0.084,952.982,935.172,110.52,-86.711,67.917,7.003,-0.089,949.359,933.742,109.50,-87.105,66.768,6.995,-0.086,947.098,934.866,108.88,-84.756,69.781,7.058,-0.042,947.111,931.100,109.29,-89.507,63.4,6.814,-0.196,944.345,938.934,108.22,0,0,0.000,0.000,8.000,8.000,.00
